date,education
119833,C4+
119824,C1-3
110229,C1-3
119811,12orGED
120087,12orGED
110240,C1-3
119801,12orGED
119791,C1-3
110261,C4+
119759,C4+
119846,C1-3
119853,12orGED
119858,C4+
119861,12orGED
119862,C1-3
110195,12orGED
110193,C1-3
119867,C4+
110192,C4+
119872,C1-3
119975,C1-3
119976,12orGED
119983,C1-3
120102,12orGED
120079,C4+
110025,C1-3
110023,C4+
120084,12orGED
120041,C1-3
110049,12orGED
120046,12orGED
121027,C1-3
121097,C1-3
121048,C4+
121038,12orGED
121033,C1-3
121031,12orGED
121028,C1-3
121025,12orGED
120049,12orGED
121024,C1-3
121022,12orGED
121020,C1-3
121017,C4+
121045,C1-3
121100,C1-3
109234,12orGED
121057,C1-3
121064,C4+
109227,C4+
121068,12orGED
109212,C1-3
121086,12orGED
109205,C4+
121092,12orGED
121095,12orGED
121190,C4+
121193,12orGED
121196,C4+
121330,C1-3
121293,C4+
121295,C1-3
109047,C1-3
109197,C1-3
121102,C4+
121189,C1-3
121134,C1-3
120055,C1-3
120059,C4+
120061,12orGED
110037,C4+
120063,C4+
120543,C1-3
109659,C1-3
120552,C1-3
109645,C1-3
109185,C1-3
121115,12orGED
121116,12orGED
121125,C4+
121129,C1-3
109168,12orGED
121188,9-11
109166,12orGED
121149,12orGED
121150,12orGED
121153,12orGED
121158,12orGED
121161,C4+
121162,9-11
121165,C4+
121169,C4+
121170,C4+
109137,12orGED
121179,C4+
121181,C1-3
121183,12orGED
119875,12orGED
119889,C1-3
114101,C1-3
120215,C4+
120244,C4+
120236,C1-3
120271,12orGED
120228,C1-3
120223,C1-3
120218,12orGED
109923,C1-3
109872,C1-3
109927,C4+
120202,12orGED
120201,C4+
120200,C1-3
120197,C4+
120195,C1-3
120250,C4+
120252,C4+
120254,C4+
120258,C1-3
120261,C1-3
120267,12orGED
120269,C4+
109874,C1-3
120351,C1-3
120352,C1-3
120354,C4+
109716,C4+
120435,C1-3
120442,C4+
120449,C4+
120450,C4+
120453,C4+
109908,C4+
120275,C4+
110107,12orGED
120182,C4+
120299,12orGED
120292,C4+
120289,C1-3
120285,12orGED
120282,C4+
109867,12orGED
121373,12orGED
109869,C1-3
117851,C1-3
112024,C1-3
114090,12orGED
114091,12orGED
114092,C4+
114093,C1-3
120300,C4+
120301,C4+
109851,12orGED
109849,C1-3
109847,C1-3
120309,C4+
109832,12orGED
120326,12orGED
120331,12orGED
120339,C1-3
120341,C1-3
120342,C1-3
120344,C1-3
109815,C4+
120346,C1-3
120348,C4+
120350,12orGED
120465,12orGED
120469,C1-3
120474,12orGED
117854,C1-3
119909,C4+
110163,C1-3
110167,C4+
119892,12orGED
119891,C1-3
120172,C4+
120179,C1-3
120476,C1-3
109941,C1-3
120410,C4+
109776,12orGED
120403,C4+
120402,C4+
120399,12orGED
119910,12orGED
110156,C4+
119914,C4+
119917,C4+
119918,C4+
119926,C1-3
110139,C4+
119945,12orGED
110124,C4+
119951,C1-3
119954,C4+
110121,C1-3
119962,12orGED
119965,12orGED
119969,C1-3
119970,C1-3
119971,C4+
120398,C1-3
120396,12orGED
120392,C4+
120422,C1-3
120477,C4+
120483,9-11
120423,C4+
120491,C4+
120492,C4+
120493,C1-3
109703,12orGED
109701,12orGED
109689,12orGED
120517,C1-3
120524,C1-3
120527,C4+
109667,C1-3
109751,C1-3
120356,C1-3
120391,C1-3
120382,9-11
109809,C4+
109805,12orGED
120364,C1-3
109803,C1-3
120367,12orGED
120368,C4+
120369,12orGED
120375,C1-3
109792,12orGED
109791,C4+
109790,C4+
120417,12orGED
120388,C4+
114775,12orGED
114913,C4+
121302,12orGED
113558,C4+
112724,12orGED
116716,12orGED
116713,C4+
116703,12orGED
113089,C4+
113555,C4+
113559,12orGED
113554,C4+
113570,C1-3
113571,C4+
116171,C1-3
113576,C4+
113581,12orGED
116160,C1-3
117437,C4+
117439,C4+
117452,12orGED
112389,C1-3
117460,12orGED
112380,C1-3
117465,12orGED
117481,12orGED
117497,12orGED
112346,12orGED
112344,C1-3
112336,C4+
112333,C1-3
117516,C4+
112324,9-11
112307,C1-3
117548,C4+
113584,C1-3
113586,C4+
113540,C1-3
113510,12orGED
113474,C4+
113479,C4+
116270,12orGED
113498,12orGED
113500,12orGED
116240,C4+
116195,C1-3
113593,C4+
113512,C1-3
113517,C1-3
112717,C4+
113523,C4+
113525,C1-3
113530,12orGED
113465,C4+
112725,C4+
113461,12orGED
113459,C4+
113549,C4+
113551,C4+
113638,C4+
113591,C4+
113625,C4+
113618,C4+
113613,C1-3
113610,C4+
116133,C4+
113605,C4+
113600,C4+
113595,12orGED
113594,12orGED
112299,C4+
117551,12orGED
112283,C1-3
112092,C4+
112076,12orGED
112078,C4+
117749,C1-3
117787,C4+
117781,C1-3
117779,12orGED
117768,C1-3
112264,C1-3
112098,C4+
117761,C1-3
112101,C1-3
117759,12orGED
112104,C1-3
112107,C4+
112067,C1-3
112054,C1-3
117825,C4+
112041,C4+
117828,C4+
112036,C4+
117833,C1-3
112030,12orGED
112109,C1-3
112112,C4+
112714,C4+
112216,C1-3
112715,12orGED
112157,C4+
112210,C1-3
117646,C1-3
112206,C4+
112083,9-11
112218,C4+
117624,C4+
112710,C1-3
117594,C4+
112242,12orGED
112403,12orGED
117426,C4+
112709,C1-3
112416,12orGED
117342,12orGED
112544,9-11
112538,C4+
117286,9-11
117297,C4+
117305,C4+
117312,12orGED
112512,C1-3
117317,C1-3
117611,C4+
117318,C1-3
117323,C1-3
117344,C1-3
117421,C1-3
117345,C1-3
117355,12orGED
117360,C4+
112474,C1-3
112468,C1-3
117374,C4+
112448,C1-3
112445,C4+
112428,C4+
117419,C1-3
113535,C4+
116207,C1-3
112176,C1-3
116479,C4+
113300,12orGED
113305,C4+
113306,C1-3
113309,C4+
113311,C4+
116451,C4+
113317,C4+
116648,C4+
116526,C4+
116531,C4+
113101,C4+
116680,C4+
113110,C4+
116669,C1-3
116467,C4+
116468,12orGED
113298,12orGED
113297,12orGED
113289,C4+
113264,C4+
112776,C4+
113288,12orGED
113286,C1-3
113285,C4+
113284,9-11
113283,12orGED
116490,12orGED
113272,C4+
113270,C4+
116505,C1-3
112774,12orGED
116660,12orGED
116641,C1-3
116202,12orGED
113396,12orGED
116445,C4+
113324,C4+
112768,C4+
113329,C4+
116370,C1-3
113392,12orGED
113399,C4+
113141,1-8
116358,C4+
116352,C4+
116351,12orGED
116350,C4+
116345,C1-3
113412,C1-3
116606,C1-3
112769,C4+
112770,C4+
113223,12orGED
113216,C1-3
113215,C1-3
116562,C1-3
113213,C4+
116564,C1-3
116573,C1-3
113196,12orGED
116588,12orGED
113184,C1-3
113155,C4+
116527,12orGED
113146,9-11
113145,C4+
116507,C1-3
113446,C4+
113457,12orGED
116016,C4+
113710,C4+
116022,12orGED
112718,C4+
113712,C1-3
113695,12orGED
113714,C1-3
113719,C4+
112022,C1-3
113721,C4+
113723,12orGED
113728,C4+
112719,C4+
115999,12orGED
113734,C4+
113705,C4+
112720,C4+
112721,C4+
112722,C4+
113704,C1-3
113699,12orGED
116036,C1-3
113698,C4+
113697,12orGED
113696,C1-3
113644,C4+
113642,C1-3
112716,12orGED
113641,C1-3
113514,C4+
113547,C1-3
113546,C4+
113735,12orGED
112773,9-11
113737,12orGED
112772,12orGED
113458,12orGED
116047,C4+
113684,C1-3
116054,C4+
116055,C1-3
113683,12orGED
113682,C4+
112775,C4+
113681,C4+
113679,C1-3
113676,C4+
113674,C4+
113665,12orGED
113664,C1-3
113660,9-11
113739,C4+
113659,C1-3
113658,C4+
116082,12orGED
116083,12orGED
116085,C1-3
113655,C4+
113654,C1-3
113650,C4+
113648,C4+
113645,C4+
113690,C4+
113692,12orGED
116042,C1-3
113715,C4+
112199,C1-3
112174,C1-3
114730,C4+
114494,12orGED
115119,C1-3
114508,1-8
114509,C4+
114511,C4+
112733,C1-3
115114,C4+
115113,C4+
114534,12orGED
115106,12orGED
114518,C4+
114519,12orGED
115100,12orGED
115099,C1-3
115095,C1-3
115123,C1-3
115125,C4+
114501,12orGED
114500,12orGED
115134,C1-3
114435,C1-3
115208,C4+
115212,12orGED
114357,C4+
114376,12orGED
115283,C1-3
115285,C1-3
115286,9-11
114371,12orGED
114365,12orGED
114360,C1-3
114359,C4+
115086,C4+
114535,C1-3
115984,12orGED
112728,12orGED
114472,C1-3
115162,C4+
114478,C4+
115153,C4+
114481,C4+
115151,C1-3
114483,12orGED
115082,C4+
114484,C4+
112727,C4+
115144,C4+
112726,C1-3
115143,C4+
112730,C4+
115165,C1-3
115166,12orGED
115172,C1-3
115178,C4+
114454,C4+
114451,C4+
114449,C1-3
114448,C1-3
114447,C1-3
115199,12orGED
115201,12orGED
114439,C1-3
115206,C1-3
114489,C1-3
114490,C1-3
114492,C1-3
114516,12orGED
112731,C4+
115301,C1-3
114358,C1-3
114703,C4+
114852,12orGED
114849,C4+
114723,C1-3
114845,12orGED
114843,C1-3
114727,C4+
114551,C1-3
112732,C1-3
114548,9-11
115077,9-11
115273,C1-3
115270,C4+
114381,C1-3
114382,C1-3
114860,C4+
114861,C1-3
114868,12orGED
114704,12orGED
114873,C4+
114839,12orGED
114874,C4+
114700,C1-3
114696,C4+
114885,C1-3
114687,C4+
114897,12orGED
114898,12orGED
114900,C4+
114903,C4+
114677,12orGED
114840,C1-3
114383,12orGED
114387,C4+
114390,C4+
114429,C1-3
114356,C4+
115278,C1-3
114352,C1-3
115313,C4+
115318,C4+
115320,C4+
114338,12orGED
115333,12orGED
114329,12orGED
114328,C1-3
114326,C4+
114323,C4+
115279,12orGED
115277,12orGED
114411,C4+
114392,C1-3
114427,C1-3
114426,12orGED
115220,12orGED
115223,12orGED
114421,C1-3
114420,C4+
115228,12orGED
114417,C4+
115233,C1-3
114412,12orGED
114409,12orGED
115276,C4+
115248,12orGED
115255,12orGED
115347,12orGED
113744,C4+
112173,12orGED
112846,9-11
112928,12orGED
112918,C1-3
112840,C1-3
112841,C4+
112735,12orGED
116954,12orGED
112847,C4+
116933,C1-3
112850,C1-3
112853,C1-3
112738,12orGED
116937,C4+
112860,12orGED
112861,C4+
112838,C4+
112981,C1-3
113070,C4+
113068,9-11
116740,C1-3
116753,12orGED
113036,C4+
116775,C1-3
116786,C4+
112736,C4+
112990,C4+
116806,C4+
112985,C4+
112980,C1-3
112929,C1-3
112977,C1-3
112966,C1-3
112919,12orGED
112873,C1-3
115989,C1-3
117707,C4+
112134,C4+
112140,C4+
112142,C1-3
112713,C4+
112146,C1-3
117709,9-11
117701,C1-3
112875,C4+
112113,C4+
117699,C4+
112711,12orGED
112164,C1-3
112167,12orGED
117682,C4+
117729,12orGED
112121,C1-3
112712,C1-3
112116,12orGED
112547,12orGED
112559,C4+
117261,C1-3
116924,C1-3
112917,C4+
112911,C4+
112909,C4+
112901,C4+
112883,C4+
112737,C4+
112881,9-11
112879,12orGED
112876,12orGED
112965,C4+
112740,12orGED
112963,C1-3
112799,C4+
112815,C1-3
112816,C4+
112734,C1-3
116981,12orGED
112819,C4+
112830,C1-3
116965,12orGED
116832,C4+
117050,C1-3
112753,C4+
117246,C4+
112743,12orGED
112584,C4+
117231,12orGED
116988,C1-3
112804,C1-3
112803,C1-3
112801,C4+
117002,C4+
117008,C4+
112761,C1-3
112794,C1-3
112790,C4+
117020,9-11
117021,C1-3
117022,12orGED
112778,C4+
117035,C4+
112771,C4+
117037,12orGED
112767,C4+
117217,12orGED
117215,C4+
117213,12orGED
112729,C4+
112950,12orGED
112943,C4+
112744,C4+
112938,C1-3
112745,C1-3
112935,12orGED
112933,C1-3
112839,C1-3
112837,C1-3
112574,C4+
117152,C1-3
112752,C4+
117062,C1-3
112746,C4+
117085,C4+
112624,C1-3
112723,C1-3
112703,12orGED
117120,C1-3
112739,C1-3
117124,C1-3
112679,12orGED
112674,C4+
112741,12orGED
117166,9-11
112742,C4+
112754,C4+
112637,12orGED
117182,C1-3
117187,C4+
121300,C1-3
121304,C1-3
124678,C4+
105788,C4+
138745,C1-3
125394,C1-3
125397,12orGED
125401,C4+
125405,C1-3
125406,C1-3
138656,12orGED
113263,C4+
138713,C1-3
125417,C4+
138704,C4+
138703,C1-3
138696,12orGED
125418,C1-3
125428,C4+
125472,C1-3
125297,C4+
125290,C1-3
113262,C4+
138518,12orGED
125212,C4+
125210,12orGED
125205,C4+
105942,C4+
105944,C1-3
138553,C4+
125197,C4+
125193,C4+
105949,C1-3
114768,C1-3
105950,C4+
125419,12orGED
105776,C4+
138492,C4+
125393,C1-3
125468,C1-3
138290,C4+
125469,C4+
138283,C1-3
125471,C1-3
138274,C4+
125390,C4+
125429,C4+
112781,C1-3
138255,12orGED
125301,12orGED
125341,C4+
138397,C1-3
138400,C1-3
125465,12orGED
125463,C4+
105746,12orGED
112780,C1-3
105754,9-11
112779,C1-3
138332,12orGED
113252,C1-3
113255,C1-3
125448,C1-3
138364,C1-3
125447,C4+
138508,C1-3
138510,C1-3
112777,C4+
105761,12orGED
125391,C1-3
138581,C4+
125178,C1-3
125215,C1-3
112751,C4+
140053,12orGED
140043,C4+
140041,C1-3
140038,12orGED
140036,C4+
140031,C1-3
125262,C1-3
125176,C1-3
140158,C4+
140163,C1-3
140179,C4+
105885,12orGED
140282,C1-3
125281,C1-3
113257,C4+
140076,C4+
125258,C4+
140087,12orGED
140152,C1-3
140094,12orGED
140100,C1-3
140107,C1-3
140109,12orGED
125257,12orGED
105906,C4+
125220,C4+
140130,12orGED
140133,C1-3
125252,C1-3
125249,C4+
140299,C4+
125282,C4+
140265,C1-3
125283,C4+
125161,C1-3
138605,C4+
138606,C4+
114769,C4+
138607,C1-3
125174,12orGED
138619,C1-3
138639,C1-3
138644,12orGED
125173,C4+
125170,C1-3
125169,12orGED
139322,12orGED
125167,12orGED
125166,12orGED
105980,C4+
125284,12orGED
140186,12orGED
140191,C4+
140201,C4+
140202,12orGED
125146,12orGED
105984,C1-3
125175,C4+
125294,C1-3
125216,C1-3
140224,12orGED
125221,C1-3
140230,C4+
140238,C1-3
105880,C4+
138504,12orGED
138483,9-11
125248,C4+
116431,C4+
138835,C4+
113333,C4+
138813,C1-3
138812,12orGED
138809,C1-3
138795,C1-3
113385,12orGED
139006,C4+
113254,C4+
113387,C4+
138776,C1-3
138815,C1-3
113389,C1-3
113415,12orGED
113336,C4+
138836,12orGED
113338,C1-3
138843,9-11
138848,12orGED
138849,C4+
138850,9-11
113342,C1-3
138867,C4+
138870,12orGED
138873,C1-3
113348,12orGED
113350,12orGED
139032,C4+
139248,12orGED
113353,C4+
113253,C4+
113444,C4+
112782,C4+
138480,C4+
127341,12orGED
113417,C1-3
138899,12orGED
138898,C4+
138763,C4+
104281,12orGED
127343,C1-3
110978,C4+
113442,C1-3
118988,C4+
118987,C1-3
110981,12orGED
118982,C1-3
110992,12orGED
118970,C4+
116336,C4+
138906,C4+
113420,C1-3
138919,C4+
116328,C1-3
138932,C4+
112783,C1-3
138940,12orGED
113430,C1-3
113432,12orGED
116319,C1-3
138963,12orGED
138966,C4+
138975,C1-3
138977,C1-3
138980,C1-3
116318,12orGED
113354,C4+
139228,12orGED
139231,12orGED
125362,C1-3
138405,9-11
125352,C1-3
125354,C1-3
125358,C4+
125360,C1-3
138774,12orGED
125363,C1-3
139232,12orGED
105814,None
139170,C4+
105812,12orGED
139150,C1-3
125379,C1-3
121389,12orGED
125351,12orGED
125386,C4+
105835,C1-3
138414,12orGED
125334,12orGED
125332,9-11
138420,C1-3
105856,C4+
125315,C1-3
138431,12orGED
125313,C4+
125309,C4+
125308,12orGED
138454,C4+
125305,C4+
125304,C1-3
125303,C4+
108977,C1-3
108983,12orGED
116301,C1-3
139304,C1-3
139235,12orGED
139236,C1-3
139241,C4+
139245,C4+
139251,C1-3
139205,C4+
139256,12orGED
113355,C4+
139277,12orGED
113358,C4+
113359,C4+
113363,C4+
139292,12orGED
139300,C4+
113364,C1-3
139102,1-8
113365,C4+
113366,C4+
113368,12orGED
139073,1-8
116391,C1-3
139043,C1-3
113374,C1-3
113379,12orGED
113381,12orGED
113383,C4+
113251,C4+
113384,C1-3
139065,12orGED
139070,C4+
112748,C1-3
105909,C4+
118962,C1-3
105734,9-11
105735,12orGED
125479,C1-3
112755,C4+
125480,C1-3
125481,C1-3
136756,C1-3
136883,C1-3
137000,12orGED
136887,C1-3
137032,C1-3
137030,12orGED
137029,C4+
137024,12orGED
125483,C4+
125502,C1-3
136728,12orGED
105701,C1-3
125537,C4+
125542,C4+
114765,C4+
105635,C1-3
125614,12orGED
125613,C1-3
125608,C4+
125605,C4+
125596,C1-3
113307,12orGED
136844,C4+
136848,C1-3
136857,C1-3
136860,12orGED
137010,C4+
113303,C1-3
139759,C4+
139837,C4+
125518,C1-3
139862,C1-3
139859,C1-3
139855,12orGED
139853,C1-3
125519,C1-3
112766,C4+
105727,C4+
139820,C1-3
125521,C1-3
139815,C1-3
139868,C1-3
114764,C1-3
139798,C4+
125517,C4+
125516,C4+
125515,C4+
125514,C1-3
125513,C1-3
136903,C1-3
136907,12orGED
125512,C1-3
136918,12orGED
125511,C1-3
113304,C1-3
125524,C4+
125507,C1-3
125497,C1-3
125494,C4+
136983,12orGED
125493,C4+
105652,12orGED
125594,C4+
137037,12orGED
113320,12orGED
137162,12orGED
125143,C1-3
137146,C1-3
137145,C1-3
137143,C4+
125866,C4+
125144,12orGED
137040,12orGED
137118,C1-3
105687,C4+
125560,C4+
137102,C4+
137092,C4+
113321,C4+
125134,12orGED
106320,12orGED
124697,C1-3
106332,9-11
112708,12orGED
136272,C1-3
136273,12orGED
112707,C4+
136277,12orGED
113327,C1-3
124690,12orGED
124689,C1-3
136290,C1-3
136303,C1-3
136306,12orGED
124686,C4+
124685,C1-3
112758,C1-3
112759,C4+
137056,12orGED
125577,C4+
137205,C4+
125593,C1-3
125588,12orGED
137190,12orGED
125584,C4+
137192,C1-3
105660,C4+
112756,C4+
112757,12orGED
137202,C1-3
113308,C1-3
137210,C4+
137170,C1-3
105662,C4+
112762,C1-3
137053,C1-3
113322,12orGED
137245,C4+
105666,C4+
137258,12orGED
125575,C4+
125569,C1-3
125566,C4+
137175,C4+
125564,9-11
125563,12orGED
125561,C4+
113323,C1-3
112760,C4+
137052,C4+
139772,C4+
125619,C4+
113256,C4+
140484,12orGED
125728,C1-3
125679,12orGED
140017,12orGED
140028,C4+
105587,C1-3
125682,C1-3
140481,C4+
112749,C4+
140474,C1-3
125690,C4+
125692,C1-3
140437,C1-3
105570,1-8
105561,C1-3
105589,C1-3
139523,C4+
125664,C1-3
125661,C1-3
125660,12orGED
125657,C4+
125652,C1-3
139538,12orGED
125651,C4+
139555,C1-3
125642,C4+
125641,C4+
139562,C1-3
139594,C4+
139603,C1-3
125637,C4+
125628,C4+
140520,C1-3
140411,C4+
139757,C4+
125228,C4+
112747,C4+
125474,C1-3
113261,12orGED
125473,C4+
140610,C1-3
125250,C4+
105921,C1-3
112750,C1-3
125233,12orGED
125236,C1-3
125237,C1-3
125240,C1-3
125242,C4+
140532,C4+
140632,12orGED
140634,C4+
140637,C4+
113260,C1-3
140655,C4+
140528,C1-3
140521,C4+
113259,12orGED
125475,C4+
105546,C4+
105547,C4+
113258,C1-3
125723,12orGED
140370,C1-3
140374,12orGED
140393,C4+
140396,C4+
139629,C4+
113310,C1-3
125677,C4+
125754,C1-3
125750,C4+
114767,C1-3
139974,C4+
125751,C4+
139954,C4+
125753,C4+
125761,C4+
139651,12orGED
139931,12orGED
139923,12orGED
105518,12orGED
105515,C4+
139916,12orGED
125768,12orGED
125740,C1-3
139981,C4+
105539,C1-3
113313,C4+
140005,C4+
140006,C4+
139881,C1-3
114766,12orGED
125774,C4+
139705,C4+
139782,C4+
125623,12orGED
139725,12orGED
113312,C1-3
139742,C1-3
125620,C1-3
139749,12orGED
139906,C1-3
125790,12orGED
105542,12orGED
139414,C1-3
139664,C4+
139513,12orGED
139491,C1-3
125626,12orGED
125730,C4+
139363,12orGED
125733,C4+
125864,12orGED
139372,C4+
139374,C1-3
112765,C4+
139388,C4+
125859,C1-3
105434,C4+
112764,12orGED
139935,C4+
125853,C4+
139430,C4+
125837,C1-3
125825,C1-3
125810,12orGED
113314,C4+
139471,C1-3
105489,C1-3
112763,C4+
125795,C4+
139485,C1-3
139679,12orGED
139697,C1-3
105490,12orGED
110999,C4+
118957,C4+
121308,C4+
111646,C1-3
111568,C4+
111610,C4+
111634,C4+
111637,C1-3
111644,12orGED
118263,C1-3
111647,C1-3
111550,12orGED
118259,C4+
111656,12orGED
111657,12orGED
111661,C1-3
111627,12orGED
111567,C1-3
111603,C4+
111601,C1-3
111594,C4+
118317,C1-3
111581,12orGED
111580,C1-3
118336,C1-3
111572,C1-3
118340,C1-3
111570,C4+
111444,C4+
111442,C1-3
111440,12orGED
118631,C4+
118591,C1-3
111337,12orGED
111335,C1-3
111563,C1-3
111456,C1-3
109368,C1-3
110297,C4+
111536,12orGED
111537,C4+
118374,C4+
118366,C4+
111245,C4+
119748,12orGED
119753,C4+
111475,C4+
120908,C1-3
120898,C1-3
109357,C1-3
109361,C4+
120890,C1-3
109366,9-11
111527,C4+
111521,C4+
111520,C1-3
111519,C4+
118396,C1-3
111517,C4+
118405,C4+
118406,C4+
118411,C4+
111504,C1-3
111501,12orGED
111499,C1-3
111492,C1-3
111489,C1-3
111483,C1-3
118437,12orGED
111476,C1-3
111334,12orGED
111320,C1-3
118615,C4+
118241,12orGED
111925,C4+
111928,C4+
111932,C1-3
111903,C4+
111669,C4+
111667,C4+
118574,C1-3
118616,C1-3
118572,C1-3
111355,C1-3
111357,C4+
111359,12orGED
118564,C4+
111363,C1-3
117959,C4+
111917,C4+
117963,C4+
111915,C1-3
117970,C1-3
111909,C4+
117973,C4+
111899,C1-3
111934,C4+
111898,12orGED
111895,C4+
111889,C4+
118001,C1-3
111874,12orGED
111864,C4+
111862,C4+
118027,C1-3
111364,12orGED
118557,C1-3
111370,12orGED
111259,C4+
111313,C4+
111310,C1-3
111305,C1-3
111293,C1-3
111341,12orGED
111289,9-11
111287,C1-3
111284,C4+
118652,C4+
111280,C4+
111278,C4+
111276,C1-3
111269,C1-3
118675,C4+
111339,C1-3
118577,12orGED
111346,12orGED
111439,C4+
111386,C1-3
118490,C1-3
111427,12orGED
111418,C1-3
118505,C4+
111412,C4+
118514,12orGED
111405,C1-3
111404,12orGED
111393,C4+
118536,12orGED
118543,12orGED
109367,C4+
120882,C4+
111839,12orGED
121010,C1-3
120710,C1-3
120709,12orGED
120706,C1-3
120705,C1-3
109503,C1-3
121005,12orGED
121015,C1-3
121249,12orGED
121279,12orGED
121268,C4+
121266,C4+
121263,C4+
121261,C4+
109072,C4+
109515,C4+
120713,C4+
120718,C4+
120720,C4+
109508,12orGED
120724,12orGED
109500,C1-3
120690,12orGED
109494,12orGED
109491,12orGED
120761,C1-3
120765,C4+
120770,C4+
120771,C1-3
120784,C4+
120785,C4+
120786,C4+
121258,C4+
109086,C1-3
120875,C1-3
121343,12orGED
121362,12orGED
121359,12orGED
121357,C4+
121355,12orGED
121351,C1-3
121347,C1-3
121342,C4+
109094,C1-3
121339,C4+
121288,12orGED
121331,C1-3
121322,C4+
121320,C4+
121310,12orGED
121372,12orGED
121290,C4+
121286,12orGED
121199,C1-3
121231,C1-3
121201,12orGED
109120,C4+
109113,12orGED
121211,C4+
109108,C1-3
121220,C4+
109102,C4+
121224,C4+
121226,C4+
121230,C1-3
121235,12orGED
121285,C1-3
120787,C4+
120696,12orGED
120683,12orGED
120971,C1-3
109282,C4+
109284,C1-3
120986,C4+
120981,C4+
120977,12orGED
120972,C4+
120968,C1-3
120790,12orGED
120965,C4+
109340,C4+
109302,C1-3
120952,C1-3
120949,C1-3
120948,C4+
120994,C4+
120918,12orGED
120915,C1-3
120820,C4+
120873,12orGED
120822,C1-3
109418,C4+
109416,C1-3
120830,C4+
120832,C1-3
109410,C1-3
120845,C4+
120849,C4+
120858,C4+
120861,12orGED
120874,12orGED
120912,12orGED
120944,12orGED
109321,C4+
120935,12orGED
120628,C1-3
120609,C1-3
109644,C4+
120561,C4+
109638,C1-3
120574,C4+
120576,12orGED
120582,C4+
120585,C4+
109617,C1-3
120595,C4+
120603,C4+
120617,C4+
120682,C4+
120627,C4+
120636,12orGED
120934,C1-3
109576,C1-3
109574,C4+
120649,12orGED
109567,C4+
120654,C4+
109557,C4+
120670,C1-3
109450,C1-3
109441,12orGED
121001,C1-3
120957,C4+
109339,9-11
120921,C1-3
109330,9-11
111849,C4+
117944,12orGED
110976,C4+
119214,12orGED
111137,C1-3
111139,C1-3
111141,C4+
118843,C1-3
119202,C1-3
119211,12orGED
119605,C4+
119585,C4+
110426,C4+
110431,C1-3
119595,C4+
119593,C4+
110436,12orGED
119589,12orGED
118814,C4+
111131,C4+
111128,C4+
118823,12orGED
111124,C4+
111118,12orGED
111112,C1-3
111106,12orGED
118798,12orGED
111105,C1-3
111101,C4+
111092,C1-3
118859,C4+
118862,12orGED
111083,C4+
118870,C4+
118873,C1-3
119588,12orGED
110462,C4+
119648,C4+
119686,1-8
119734,C4+
110311,C1-3
110339,12orGED
119699,C4+
119695,C4+
110349,C1-3
110361,C4+
119611,12orGED
119622,C1-3
110367,C4+
110372,C1-3
119665,12orGED
119662,12orGED
110383,C1-3
119736,C4+
110308,12orGED
110411,C4+
119621,C4+
119521,C1-3
119559,C4+
119526,C1-3
110488,C1-3
119544,C1-3
119545,C1-3
110474,C1-3
110473,C1-3
119549,C4+
119552,C1-3
110468,C1-3
119558,C4+
119561,C4+
118879,C1-3
111071,C1-3
111147,C1-3
119109,12orGED
119183,C1-3
110819,12orGED
119158,C4+
119138,C4+
110841,12orGED
110865,C4+
110871,C4+
111151,C4+
118995,C1-3
110872,C4+
110900,C4+
110907,C4+
119065,C1-3
119050,C1-3
110796,C4+
119188,C1-3
118999,C1-3
110975,12orGED
118903,C4+
111011,12orGED
118910,C4+
111048,C1-3
111039,12orGED
111038,C4+
111033,C4+
118929,C1-3
111022,C4+
118939,12orGED
118940,12orGED
111021,12orGED
111007,C4+
110934,12orGED
119028,C4+
110957,C4+
118723,C4+
111070,12orGED
111219,C4+
118697,C1-3
111238,C4+
111236,C4+
118703,C4+
118709,C1-3
111228,12orGED
111227,C4+
111226,12orGED
111223,C4+
111221,C1-3
118721,12orGED
111153,C4+
118725,C4+
119005,12orGED
111212,C4+
118739,12orGED
118750,12orGED
111193,C1-3
111179,C4+
111175,C4+
118777,C1-3
118785,1-8
118885,C4+
118893,C1-3
119201,C1-3
119085,C1-3
119003,C4+
110967,C4+
110387,C1-3
119646,C1-3
111935,12orGED
111702,12orGED
111688,C4+
118213,C4+
111692,C4+
118210,C4+
111695,12orGED
111697,C4+
111705,C1-3
111731,C1-3
111709,C4+
111745,C1-3
118188,12orGED
111725,C4+
118174,C1-3
118173,C4+
111682,C4+
111742,12orGED
118151,9-11
118056,C1-3
118104,12orGED
118057,C4+
118059,C1-3
118064,C1-3
118065,C4+
111817,C4+
111816,C1-3
111808,C1-3
118086,C4+
118093,C4+
111792,C4+
118106,12orGED
111747,C1-3
111728,C1-3
111734,C4+
119639,C1-3
111991,C4+
117937,12orGED
111975,9-11
111978,12orGED
111979,12orGED
111980,C4+
117892,C4+
111996,C1-3
111736,12orGED
117874,12orGED
112011,C4+
112013,12orGED
117856,C1-3
111977,C1-3
118049,12orGED
111972,C1-3
111966,C4+
111962,12orGED
117918,1-8
111956,C4+
111950,C1-3
111948,C1-3
111946,12orGED
111942,C4+
117936,12orGED
111838,12orGED
118054,12orGED
118229,C1-3
118182,C1-3
118157,12orGED
111741,C4+
111739,C1-3
111784,12orGED
118112,C1-3
118114,C4+
119256,12orGED
119299,12orGED
119293,C1-3
119287,C4+
110713,12orGED
119274,9-11
119273,C4+
