date,Age
156424,10
156298,9
156299,8
156301,10
156608,13
156628,9
156631,9
156634,6
156638,11
162128,8
156642,9
162127,9
162126,9
156306,9
162125,7
162123,8
156665,10
156667,6
162122,10
162121,12
156671,11
162132,9
156620,12
156613,12
162135,9
156354,13
156308,9
156312,10
162077,9
156325,10
156331,12
162060,8
162098,13
156338,9
156351,12
156353,8
156450,8
162101,7
156681,12
162136,13
159998,12
160099,10
162027,10
159869,8
159725,9
159729,7
159730,10
159808,10
159812,9
159819,9
162047,7
159877,10
159721,8
159878,10
162046,4
162045,10
159883,10
159885,10
162044,10
162042,11
159722,10
159720,8
159897,12
159704,9
159710,7
159682,8
159687,13
159689,7
159692,13
159693,13
162048,13
159705,11
159719,9
159706,10
159709,10
159714,13
159731,13
159715,9
159717,8
159718,10
162023,6
159867,8
160102,7
159846,12
159833,11
159834,9
162035,8
162034,13
159864,8
162033,13
159845,12
159847,10
159831,10
162032,9
162030,11
159855,12
159859,12
159860,7
159863,12
162029,6
159832,12
162036,11
159900,12
159922,8
159902,12
159907,9
159908,10
159909,9
159910,12
159918,6
159920,8
162041,9
159828,3
159868,12
162038,13
159820,11
159838,12
159821,9
159822,9
159826,13
159732,10
159733,10
162049,9
160107,11
160238,4
160239,10
160240,7
160183,9
160178,7
160106,7
160130,10
160110,10
161992,3
160111,13
160114,12
160115,12
161990,10
161989,10
160121,13
161982,9
161991,9
160233,12
159802,8
161999,11
160224,7
160184,6
160190,11
162001,13
162000,10
160198,8
160199,13
160211,10
160232,9
160217,10
160220,12
160227,9
161997,13
161995,6
160230,10
161994,12
160129,13
160131,9
160175,12
159773,6
162024,11
159761,9
162055,1
159768,11
159769,7
159771,9
162052,8
159777,11
160134,13
159778,7
159783,10
159785,10
159788,10
162051,13
159794,10
162050,10
159753,8
159751,11
162022,13
159747,9
160142,11
160143,11
160145,13
160147,11
160149,11
160153,8
160155,11
160162,10
160169,10
162002,10
162058,13
158585,13
159931,2
159736,13
159742,8
158661,9
158665,9
162087,11
160432,4
148740,4
148746,9
160450,7
160436,12
148751,10
148755,11
160433,13
148776,10
160437,11
148782,7
148783,7
148789,10
160431,12
160429,6
160428,10
160427,10
148734,13
148720,5
160425,10
149492,8
149446,12
160446,12
149460,12
149466,9
160445,13
160444,11
160443,7
160442,6
148715,12
149503,11
149507,9
149508,10
160440,8
149087,13
150907,10
160439,9
160426,11
160423,11
160453,9
148858,5
160485,12
160483,10
148680,9
160480,2
148691,9
148835,12
148853,11
160476,6
148661,9
148985,9
148991,9
160474,10
149003,5
149013,9
160473,8
149017,9
148666,3
160486,10
160422,12
148596,9
160420,9
160435,12
160495,12
160452,3
148570,9
148584,5
148591,11
160454,11
148645,10
160493,6
160491,7
160490,10
148618,10
148632,4
148692,10
160488,5
149436,12
160447,5
160448,5
149173,9
149129,13
149138,13
160562,11
160561,11
149149,13
160560,7
149162,13
160558,3
149117,10
149174,9
149178,11
149192,4
160557,9
160540,12
149224,13
149225,13
149126,6
160563,10
149418,8
149351,11
160506,10
160503,9
160502,12
160501,11
149324,10
160499,10
160518,11
160497,5
160564,7
160539,12
160541,9
149373,10
160570,9
160569,6
160568,11
160566,13
160556,11
160554,13
160553,9
149514,11
149612,13
149614,9
149623,12
160555,11
149629,11
160418,2
149526,7
160496,4
149395,11
149443,7
149401,10
149404,10
160494,12
149411,11
160449,5
149416,11
149606,9
149605,6
160542,11
149602,10
149396,9
149398,11
160552,2
149527,12
160549,10
160548,5
160547,3
160546,11
149567,11
160545,12
160544,12
149583,6
149589,10
149601,13
160543,8
149018,8
160471,11
149292,12
160083,12
150735,13
160089,10
160071,13
160088,2
150781,13
160085,7
160084,7
150844,13
150728,12
150850,13
150852,11
150858,8
150860,12
160082,9
150881,10
150888,7
150731,11
160090,8
150715,10
160096,5
160098,7
150347,8
160097,11
150351,9
150352,9
150357,11
150360,12
160095,3
150726,9
160094,8
160093,10
160092,10
160091,2
150556,10
150788,8
150721,12
150893,8
160081,7
149035,10
149785,10
159990,9
159989,8
159987,2
159986,6
159985,11
150182,11
159984,11
159983,12
150671,13
159981,11
159980,13
159994,6
149822,11
159979,11
149825,7
149826,13
150675,5
159991,8
160080,5
150593,11
150627,11
160079,7
160078,10
150563,13
150571,9
160076,10
160074,11
160073,8
159992,6
150612,11
150615,9
160086,7
160101,9
160038,8
160034,7
150665,8
160100,10
150292,10
160072,13
160455,11
160459,8
148895,11
160458,11
148898,8
148899,9
160456,3
148960,9
148928,6
160461,9
148939,10
148942,8
160468,13
160571,6
160255,13
148957,9
148958,8
160460,7
160462,9
160070,3
149072,13
148974,13
149040,7
160467,10
160466,10
149053,13
149064,5
149068,6
149074,12
148879,13
149076,12
149082,11
160464,6
148972,9
148868,9
148903,13
160463,13
160252,5
160068,5
160067,3
160044,5
160051,11
160050,10
160049,10
160048,8
160047,2
150414,9
160046,1
160043,9
160065,5
160042,8
150203,10
160055,4
160040,11
150212,11
150262,13
150266,10
160053,10
160054,7
160056,12
160069,9
149660,11
160064,10
150421,12
150425,12
160063,10
150432,6
160062,7
160061,9
160060,11
150446,13
160059,9
150456,9
150472,13
160058,9
160057,3
149297,8
149285,9
158668,11
159505,10
159487,7
159491,11
159493,11
159494,12
159496,10
159500,12
159503,9
159506,8
159669,11
159508,7
159510,11
159513,7
159517,10
159520,11
159522,13
159523,13
160316,12
159162,7
159527,9
160319,10
158741,11
158743,13
158745,10
158747,9
158757,10
160321,2
158758,5
158770,10
159160,13
158772,12
160318,10
160317,8
158781,12
158782,10
158783,10
158784,9
159524,13
159529,11
159623,11
159463,11
159446,11
159451,11
159452,11
159457,10
159458,7
160312,1
159461,9
160311,8
159470,9
159540,13
159542,11
159545,12
160310,4
159612,8
159615,9
159616,10
159445,11
159443,7
160315,11
159423,10
159532,8
159534,8
159536,8
159486,10
159485,11
159479,12
159442,8
159426,6
159440,5
159428,8
159430,10
159431,6
160298,11
159433,10
160314,10
159438,4
158740,9
160322,13
160326,5
158601,7
158614,11
158587,10
158592,7
158593,12
160261,13
160259,7
160258,13
158602,11
158646,12
158604,10
158609,9
158615,9
158645,13
158620,10
158622,10
158628,12
158715,10
160263,10
160327,7
158677,12
160272,8
158671,9
158672,12
160270,6
160269,13
158676,3
158651,7
158681,11
158712,11
158682,10
158687,9
158693,10
158694,12
160266,6
160265,7
158711,10
158629,12
158634,8
158636,6
158865,13
158845,11
158849,11
158850,10
158852,11
158854,7
158857,11
158863,9
158867,9
160257,12
158869,11
160329,9
158788,9
158725,13
158755,12
160328,8
158731,13
158789,8
158840,7
158833,10
158831,13
158639,13
158640,8
160274,1
158713,10
158724,8
158871,9
160334,8
158797,11
158798,8
160296,7
158805,13
158809,9
160299,10
158821,10
158824,11
159618,7
160309,5
160508,8
159375,8
159353,11
159356,9
160528,5
159363,11
159365,13
159367,9
159374,11
159382,8
159349,8
159343,12
159383,7
159387,13
159388,9
159394,12
159395,5
159396,11
159352,13
159378,13
159399,11
159195,10
159180,6
159182,9
159189,9
159215,13
159192,13
160529,9
159194,8
159196,11
159412,8
159199,6
159201,10
159204,6
159207,13
159213,7
159275,10
159280,8
159397,12
160526,6
159629,9
155313,10
160519,11
159323,10
159324,9
159325,7
160517,13
159328,10
160516,7
155307,10
160538,11
149092,12
149266,11
160515,9
149270,13
160512,12
160509,11
149280,9
159319,9
159314,10
159408,9
159295,11
159347,9
159339,9
159281,10
159309,5
159283,13
159286,12
160524,6
159296,8
159313,9
159297,11
160522,11
159299,9
159300,10
159303,8
160521,5
160520,6
160532,8
160533,12
159175,9
159563,12
159551,5
159552,10
159554,10
160305,5
159557,11
159558,11
159559,11
159565,10
159570,12
159573,13
160304,4
159574,9
159575,8
160303,12
159580,13
160302,2
159547,12
159546,11
159174,11
159645,11
159631,7
160307,13
159639,2
159642,11
159610,13
159643,11
159644,8
159648,11
160306,9
159649,8
159652,4
159653,10
159654,9
159665,10
159667,9
159611,12
160301,6
159594,12
159596,9
159274,11
159265,11
159266,10
159267,10
160536,7
159270,9
159272,10
159273,8
159223,8
159599,7
159216,7
159277,11
159184,8
159165,11
159167,12
159169,13
159172,11
159263,7
160537,3
159221,13
160419,7
160313,2
159422,9
159418,10
160256,9
159254,4
159225,11
159227,11
159228,12
159231,12
159233,8
159234,10
159241,9
159242,8
159244,9
160417,11
162086,8
162090,9
171736,5
161497,10
161468,9
161471,7
161502,13
161501,11
161500,6
161499,4
161498,10
161496,8
161443,6
161495,2
161494,11
161493,10
161490,8
161469,8
161489,8
161487,7
161427,11
161428,11
161485,5
161442,13
161450,13
161448,12
161447,9
161446,4
161445,5
161466,5
161444,4
161441,8
161429,9
161439,10
161438,9
161437,1
161435,6
161434,4
161432,7
161431,6
161486,8
161484,9
161387,10
161365,3
161372,9
161384,5
161371,8
161369,9
161368,9
161367,3
161366,6
161364,13
161374,13
161360,9
161359,13
161357,9
161356,7
161355,8
161370,3
161425,9
161373,2
161375,12
161482,13
161353,8
161477,10
161476,3
161475,12
161474,8
161473,11
161472,12
161488,9
161426,3
161376,8
161424,10
161383,9
161382,4
161381,10
161380,8
161379,10
161378,1
161452,7
161453,9
161456,4
161231,8
161240,11
161239,9
161237,3
161236,2
161234,11
161233,9
161232,9
161246,10
161242,9
161230,13
161227,4
161226,9
161225,5
161224,2
161223,8
161222,11
161241,10
161243,2
161460,10
161330,7
161321,7
161337,4
161335,7
161334,10
161333,11
161332,7
161331,8
161329,10
161286,6
161328,10
161326,7
161325,9
161323,2
161336,1
161350,11
161288,13
161220,5
161219,8
161218,5
161252,12
161262,7
161259,3
161258,11
161256,9
161255,3
161254,3
161253,4
161251,11
161216,9
161250,12
161265,5
161505,4
161352,5
161354,10
161463,13
161461,4
161263,6
161266,7
161248,11
161268,8
161215,5
161229,9
161287,12
161247,10
161249,12
161285,8
161284,7
161283,10
161281,2
161280,2
161278,13
161277,6
161275,5
161273,4
161270,10
161385,12
161422,10
161339,2
162167,7
157766,9
162211,12
157778,6
162171,3
162170,8
162168,11
157784,9
162166,13
157755,9
162165,8
162164,13
162161,8
162160,9
162159,10
157923,12
157925,10
162213,4
162280,8
158034,9
157922,11
157901,9
157902,10
162259,8
157904,12
162258,3
157918,13
157920,11
157824,8
162266,10
162257,1
162256,9
157776,11
162255,12
157703,13
162254,10
162253,6
162158,13
158011,13
161421,11
157940,11
158008,11
158002,11
157929,12
162150,4
162149,10
157932,12
157933,10
157941,10
158054,9
162148,13
157952,8
157956,10
157958,13
157959,7
162147,4
158001,11
162151,11
162155,5
158015,10
158033,10
158018,9
158019,8
158020,9
158022,7
158023,5
158029,10
158030,7
158035,13
158049,13
158007,8
158036,10
162172,11
158038,9
158041,8
162157,7
158048,10
157900,8
162261,7
157898,13
162246,10
161390,9
161389,8
161407,10
161214,11
161827,3
161829,8
162248,8
162245,7
161395,2
162243,7
162242,5
162240,11
162239,8
162237,10
162234,8
162233,5
161394,10
161396,3
162263,10
161410,11
161419,8
161418,3
161417,2
161416,10
161415,3
161413,10
161411,6
161409,1
161399,7
161386,10
161408,6
161405,10
161403,11
161402,1
161401,11
161400,10
162232,10
162249,8
162231,1
157838,11
162274,11
162273,8
162272,9
162271,10
162269,11
157827,9
157829,8
162268,6
162227,12
157850,11
162251,12
162267,13
162265,11
162264,10
157885,10
157886,10
162275,11
162276,8
162277,4
162278,11
162226,11
162224,13
162223,5
162222,11
162221,5
162220,7
162219,11
162218,13
162217,10
162216,11
162228,7
162215,11
162250,10
162252,10
162279,9
161338,5
161340,7
162146,2
161629,10
161639,9
161638,8
161637,6
161636,6
161634,3
161632,13
161630,11
161643,9
161641,11
161661,13
161582,10
161580,10
161539,10
161536,4
161534,4
161533,10
161640,4
161642,10
161530,10
161656,6
161599,6
161583,10
161624,6
161628,8
161660,9
161658,13
161657,12
161654,9
161644,7
161653,12
161651,13
161650,10
161648,8
161646,7
161645,8
161625,8
161532,8
161528,10
161555,13
161568,11
161578,12
161577,9
161575,7
161574,8
161573,8
161572,8
161571,13
161567,10
161541,6
161566,9
161564,12
161545,8
161562,8
161560,5
161559,5
161558,12
161546,3
161581,5
161527,9
161519,11
161526,5
161525,10
161524,9
161540,7
161523,3
161521,4
161520,5
161518,10
161522,9
161517,9
161516,3
161515,9
161512,2
161510,3
161509,8
161508,8
161584,12
161585,5
161587,11
150194,9
150133,6
150132,6
150131,5
150142,6
150162,8
150164,10
150165,6
150193,3
150135,9
150192,9
150191,13
150190,8
150189,11
150188,12
150187,10
150186,7
150134,4
150136,10
161588,9
150147,7
150158,11
150157,8
150156,8
150155,12
150152,9
150149,5
150148,11
150146,7
150137,8
150145,9
150160,9
150143,10
150141,7
150140,8
150139,8
150138,12
150185,10
150184,13
150183,9
161622,1
161613,8
161612,9
161611,6
161607,7
161605,12
161604,10
161603,11
161602,12
150181,9
161598,8
161597,10
161596,8
161594,9
161593,10
161592,9
161590,13
161618,10
161619,11
161620,13
161621,3
150180,10
150179,13
150178,4
150177,12
150174,4
150173,7
150172,13
150170,8
150169,11
150168,8
150167,4
150166,13
150493,13
155487,10
155489,10
161556,8
161554,12
161341,1
161715,7
161724,10
161723,11
161720,2
161719,3
161701,6
161718,9
161716,10
161713,9
161726,8
161712,2
161710,13
161709,5
161707,12
161706,6
161705,7
161704,8
161725,11
161727,13
161717,7
161669,12
161681,9
161680,6
161679,10
161677,13
161674,10
161673,12
161670,8
161668,8
161728,13
161684,11
161733,6
161700,7
161702,10
161731,13
161730,8
161729,9
161703,11
161825,4
161552,13
161320,5
161295,5
161294,9
161293,10
161292,7
161291,2
161306,1
161290,1
161322,6
161298,3
161349,13
161348,12
161347,6
161346,3
161345,9
161344,5
161342,2
161297,6
161301,10
161506,6
161312,7
161503,3
161318,6
161317,11
161316,8
161315,7
161314,9
161313,10
161311,11
161302,1
161310,9
161309,8
161308,7
161319,8
161307,7
161304,3
161303,9
161682,5
161683,7
161687,8
161749,10
161760,3
161756,7
161755,1
161754,12
161753,10
161752,2
161751,9
161746,5
161764,8
161741,13
161740,7
161739,5
161757,7
161737,11
161780,9
161784,11
161779,9
161765,10
161699,1
161667,10
161551,5
161550,8
161549,11
161547,7
161561,10
161507,2
161662,6
161777,12
161766,8
161776,11
161774,2
161773,5
161772,9
161770,11
161769,3
161767,8
161823,10
161822,9
161820,6
161696,7
161785,2
161805,2
161664,11
161736,6
161732,7
161698,9
161697,11
161695,11
161819,11
161694,12
161693,2
161692,7
161691,8
161690,2
161689,9
161688,9
161786,8
161788,11
161791,9
161792,11
161818,9
161817,2
161816,4
161815,3
161813,10
161812,3
161810,11
161782,13
161806,5
161804,9
161802,9
161798,12
161797,6
161796,10
161793,13
157975,11
157989,9
157069,10
161929,7
161937,9
161934,8
156134,8
156136,6
161931,2
156140,13
161930,7
155809,8
156106,13
155806,12
161928,10
155804,9
155457,10
155461,9
155463,8
155480,8
156109,9
161940,6
161927,11
162324,6
162329,11
162328,12
156166,10
162327,4
162326,6
162325,8
156075,11
162323,3
162137,1
156084,11
162322,7
156089,13
162335,6
161828,7
156094,9
162139,4
155484,11
161926,11
161942,10
161907,1
161911,6
161910,2
161909,10
155358,13
161908,11
155362,12
155367,6
155375,8
161912,9
161905,5
155432,10
155385,9
161921,13
155392,9
155407,12
155408,11
155330,5
155437,10
161925,4
155563,10
155499,8
155504,7
155537,4
155540,8
161924,13
161941,7
155562,10
161923,10
155439,11
161920,13
161918,5
155583,12
155584,10
161915,5
161913,8
155445,8
156232,10
162332,5
156223,9
156042,9
156011,11
162288,11
156023,8
156027,13
162287,4
162286,8
162285,8
156044,11
155994,4
162284,12
162295,9
155917,8
155857,10
162357,10
162316,13
162319,11
162289,10
155990,11
162333,10
162315,9
162300,10
158229,13
162299,13
157234,10
145702,12
155807,11
162298,10
155947,10
162290,13
162296,12
155961,7
162294,10
162293,11
155976,8
162292,12
162291,9
162355,5
162354,13
162353,10
156192,13
162318,13
156170,2
156171,9
156175,8
156183,7
156187,2
162336,7
162334,8
155842,11
156194,6
156207,8
156160,9
156214,9
156215,11
156216,10
156219,7
162339,12
162342,9
156050,7
162343,10
155845,9
155854,5
155856,11
162352,9
162351,10
162349,8
155875,10
155880,10
155883,10
155885,10
155890,10
155894,12
162348,13
162345,10
155909,10
161904,6
155426,11
158226,4
156920,13
161864,8
161867,11
161899,5
156775,10
156780,11
156782,13
156783,10
161898,9
156762,13
161897,3
161896,10
157091,13
157093,9
161894,7
161893,1
157120,8
161901,8
161846,10
157126,11
156699,13
156917,10
161839,4
161838,9
156811,9
156758,9
161837,6
156698,8
161836,9
156795,8
161833,9
161832,8
161830,8
156733,9
156735,3
156738,8
156759,13
157125,11
157142,8
161945,10
161978,10
156973,13
161870,9
161869,9
161868,7
156988,11
161883,4
162138,2
161980,13
161872,3
162095,3
162094,12
162093,7
157042,8
157055,6
162092,7
162091,4
161871,4
161873,9
157157,7
157193,10
161891,4
161889,11
157086,7
161888,7
161887,9
161886,12
161865,13
161884,7
157009,7
161881,8
161879,13
157213,8
161878,6
161877,4
157084,6
161876,4
161840,10
161842,4
161843,3
161956,10
155763,7
155765,12
161944,11
155771,8
161962,9
161960,7
161957,5
155689,7
161965,10
155600,13
161955,11
161954,8
161953,9
155611,9
161952,13
161951,8
161963,9
161966,11
161844,5
161973,11
155431,7
155593,11
161976,10
155596,12
161975,11
161974,8
155711,11
155717,6
155693,12
161972,2
161971,12
155727,11
155730,11
155733,10
161970,9
161969,4
161948,8
155631,5
161947,9
156869,10
161857,5
161856,8
161855,2
161854,13
156862,6
161853,9
161850,2
161849,2
161946,9
156879,10
156881,11
156885,11
161863,10
156895,8
161847,5
156900,4
161859,3
156827,6
156264,10
156263,12
161961,1
161977,10
161902,3
155649,13
161900,10
161862,8
155653,11
161861,11
155656,7
155658,9
155666,9
161860,9
155673,9
156254,10
156258,11
158227,9
162304,9
157990,3
162369,10
162372,12
157575,9
162370,13
157536,10
157540,9
157543,8
157561,9
162368,3
162373,11
162367,7
162366,3
162365,9
158062,12
158065,11
158066,11
158067,11
162392,12
157509,11
158380,10
162382,1
162283,6
162390,9
157656,8
157660,10
162389,13
162385,13
157588,11
162380,9
162374,13
162379,9
157485,10
157488,10
162378,12
162377,12
162375,10
157500,9
158378,2
158381,11
162393,12
158324,11
158373,10
158371,13
158343,13
162361,7
158317,7
158319,11
158322,10
158330,11
158434,5
158336,6
158337,10
158338,9
162360,4
158347,10
162371,10
158351,6
162362,6
158433,9
158382,8
158410,11
158385,9
162364,12
162363,8
158392,10
158397,6
158400,10
158405,10
158411,11
158430,7
158413,9
158416,7
158417,9
158419,5
158420,10
158423,9
158425,8
157650,12
157644,11
157639,10
162208,8
162210,12
162209,8
157439,11
157448,8
157450,10
157453,9
157456,13
162206,10
162175,9
157460,8
162204,9
162203,8
157463,13
157383,10
157381,9
162202,11
157425,12
157415,11
157637,11
162145,8
157991,11
157992,6
157993,10
157996,5
157997,10
157999,10
157678,10
162144,3
162173,6
157666,8
157384,9
162143,9
162141,3
162156,7
162212,5
157410,9
162200,10
157259,13
162199,12
157604,7
157464,4
157469,8
157472,11
157630,9
157597,12
162178,11
157603,13
162177,9
162198,10
162176,9
157615,13
157618,12
162195,7
162140,11
162281,10
157585,5
162181,12
162182,13
157367,10
157364,4
157297,10
162197,7
162174,5
157308,9
162196,12
162194,4
157315,8
162191,13
162190,9
162189,9
157326,9
157330,11
162186,12
157346,8
162184,10
162359,7
158357,8
162305,13
162356,10
162415,9
158103,11
158105,11
158106,9
162282,6
162358,10
158109,10
158112,8
158098,11
158113,10
158176,10
158181,5
158306,10
158272,12
158248,13
162313,11
158114,10
162399,13
158253,10
162404,10
158167,10
158168,7
158172,9
158174,12
158120,9
158117,8
158178,11
158072,12
158089,10
158073,12
162403,11
162402,9
158079,10
158082,6
158083,5
162400,5
158251,8
158255,10
162397,8
158202,9
158187,11
158188,9
162307,9
158193,7
158196,10
158197,4
158201,12
158205,10
158183,6
158206,8
158209,9
158235,10
158211,8
162306,6
158215,9
158221,8
158208,11
158238,10
158262,9
158281,9
158263,10
162312,7
158268,8
158269,11
162309,9
158239,11
158277,13
158285,12
158247,13
158287,12
158288,13
158289,10
158294,12
158297,10
158298,5
162308,13
158166,12
158165,9
158163,5
158570,7
158515,8
158561,7
162427,10
158565,9
158566,5
158567,11
158569,10
158575,9
158552,12
162426,7
158577,6
158516,6
162425,12
162422,7
158473,9
158452,12
158559,10
162428,12
158159,8
158442,10
158362,11
158363,13
158364,10
162434,10
158367,13
158437,7
162433,5
158557,10
158539,10
162432,10
158523,9
158524,12
162431,9
162430,13
158531,9
158532,10
158453,12
162421,12
158463,11
158129,5
158307,9
158143,7
162412,6
158123,11
158124,10
158125,10
162411,11
158132,11
162394,9
158138,9
158141,1
162409,10
162406,8
158118,10
162405,13
158156,10
158309,12
158313,11
158508,8
158505,10
158466,10
158467,11
158468,5
158470,9
162416,5
158474,9
158512,11
158483,12
158485,12
158488,13
158491,4
162414,7
158498,6
158499,10
158501,11
159977,10
159976,9
159974,10
164233,8
167770,9
167783,10
164315,10
167789,10
164162,3
164238,13
167795,12
164197,9
167800,5
167809,5
167880,6
164194,11
167827,12
164193,2
167843,7
164192,4
167769,9
164297,11
167866,8
167988,13
167945,13
164319,5
164311,6
164310,13
167896,9
164308,10
164307,13
164306,5
167883,9
164305,3
164302,6
164301,12
164300,11
168018,13
164299,2
167901,9
164191,11
167869,10
168072,10
164169,9
168236,12
168246,9
164175,13
168259,12
164172,5
164171,12
164170,12
164168,8
168228,11
168037,13
168092,13
164167,8
164166,9
164165,6
164179,7
168056,8
168235,13
164177,10
164189,13
168184,9
167872,7
168022,11
168036,11
164188,3
168213,9
164187,2
168179,10
164186,9
164178,2
168187,8
164185,5
168191,10
164184,12
168210,11
164198,7
164181,12
167937,10
167935,10
164292,10
168706,10
164251,9
168677,10
168680,10
168683,11
164250,10
168703,12
164247,8
164246,9
164252,9
168711,12
168718,9
164244,10
164243,3
164240,1
168740,10
168749,11
168712,11
168569,9
167932,3
168340,5
164275,6
168320,8
164270,7
164268,13
168333,11
164267,12
168339,13
164264,7
164253,2
164262,12
164286,9
168378,8
164261,12
164258,2
168384,9
164256,7
168752,6
168759,10
164259,11
168649,9
168626,8
168631,12
168638,11
168642,9
164329,9
164328,8
164327,7
168655,8
168766,8
164326,11
168286,11
168280,8
164321,3
167909,13
167917,5
164320,7
164330,9
168660,5
168624,11
164332,12
168768,9
168785,11
168670,12
164239,12
168577,10
168623,6
164290,11
168594,9
168595,13
164295,7
164337,13
168606,13
168608,9
164335,6
164333,7
164236,2
168078,11
164278,12
165834,8
165811,8
165813,9
165814,9
165820,9
165821,11
165822,11
165826,10
165866,11
165806,8
165836,11
165840,9
165849,12
165850,11
165852,7
163813,13
163811,3
165809,11
165802,13
165862,6
165935,11
165894,11
164203,10
164214,10
164338,12
165915,10
164004,10
163999,5
165937,8
165831,9
165939,9
165944,11
165945,11
165946,13
165873,8
165870,9
165801,8
165859,9
165865,11
164199,10
165487,8
165473,6
165477,10
163814,2
165480,12
165481,11
165398,6
165388,8
165354,10
163802,2
165292,10
165295,11
165302,11
163800,13
165313,10
163797,3
165324,6
163801,11
165458,9
165628,3
165419,8
163810,10
165625,11
163809,7
163808,4
165407,9
163806,8
165410,13
165427,11
165455,10
165428,6
163805,9
165435,10
163804,10
165443,11
163803,12
165453,12
165893,6
165892,8
165891,12
165751,11
165736,11
165737,4
164220,4
165739,9
165741,9
165747,10
165749,8
164216,11
165733,12
165756,13
164201,9
165763,5
165768,13
165772,6
165773,12
164215,7
164222,8
164224,1
165883,11
164232,7
168090,7
168104,9
164202,9
168109,7
168110,13
168111,13
168116,9
164231,10
165950,12
168137,10
164230,12
168160,6
164229,9
164228,3
164226,6
164225,11
165780,8
165789,7
165791,13
165796,8
164207,10
165688,9
164206,5
165703,9
165704,8
165708,8
165709,13
165797,6
164213,12
165800,12
165899,7
165876,6
165877,11
164205,10
165880,13
164204,10
165685,11
164208,3
164209,10
165718,9
165727,12
165725,9
164212,9
165671,12
165629,10
164211,7
165647,13
165648,9
165653,9
165657,11
165660,2
165661,4
165662,11
164210,8
165676,1
164277,7
164281,8
165338,10
167342,10
160800,8
160799,6
167359,7
167327,12
167337,9
167338,5
167341,11
167343,7
160801,10
160798,8
160797,4
160796,10
160795,13
160793,11
167398,13
167365,11
167420,13
160802,10
160791,9
167472,7
160810,10
160809,13
167456,12
167461,10
167465,11
167468,10
160807,8
160806,9
160803,7
160805,13
167498,10
160804,6
167503,8
167504,8
167508,5
167511,13
160792,11
162437,10
164096,8
164103,5
167627,13
167697,7
164105,2
167705,9
164104,3
167721,6
167722,5
164115,7
164107,12
164102,6
167742,9
167629,9
164100,3
167543,9
164099,5
164097,5
164106,7
167685,9
167379,10
164111,12
162438,3
162439,11
162440,11
164114,13
167396,7
167535,13
164112,10
164110,5
167684,10
167633,4
167636,13
167637,4
167638,10
167652,6
164109,6
164108,3
160811,11
160814,7
167438,10
160757,6
152524,10
160762,7
160761,5
160760,13
152590,11
152591,5
160759,12
152601,9
152424,8
152612,12
160755,8
160754,3
160752,2
152649,8
152584,11
160751,4
152508,10
160763,8
160816,10
152390,10
152371,12
160773,9
160768,10
160767,11
152379,11
152382,1
152383,12
152427,4
152412,11
152392,10
160786,7
152397,9
152398,11
152401,11
152404,10
160765,7
152657,8
152658,10
160749,5
152574,9
152563,10
152582,9
152564,9
152565,13
152570,11
160818,12
152573,8
152576,7
152668,13
152578,9
152580,5
152581,9
160756,11
160758,11
160766,10
160817,7
160819,9
152555,10
152554,11
152552,9
160764,5
152677,11
160787,9
160789,12
152697,8
152585,13
152583,7
152526,13
152562,13
152528,7
152529,7
152541,9
152542,9
160790,3
160820,6
167546,9
164095,5
164283,13
164074,11
164021,10
164079,10
164042,9
164045,3
164075,12
167129,10
167131,10
164073,6
164008,10
164072,11
164070,8
167150,10
164069,5
164068,11
164067,1
167158,8
164007,2
164009,10
167160,4
164016,10
164041,4
167231,13
167234,11
167239,7
164022,7
164020,12
164017,9
167269,8
164010,8
164015,7
167283,12
167286,13
164014,8
164013,12
164012,10
167299,12
164066,2
164065,9
164093,11
164062,6
168512,10
168518,8
164048,12
168529,7
164047,13
164046,10
168539,10
168557,8
168507,11
164005,7
164158,12
164163,10
164284,12
168329,12
168291,6
168294,4
164051,2
168487,9
167185,10
164060,7
164064,2
164044,9
164063,1
164061,8
167751,8
167757,12
167759,9
168410,3
164053,12
164059,10
164057,10
168423,11
168424,11
164055,2
164054,1
168477,12
167226,13
164023,8
167218,8
164145,11
167313,11
166974,10
164151,3
164150,10
164148,13
164147,8
167002,9
164143,12
164152,1
164142,10
167018,9
167025,11
167031,10
164139,4
167057,11
164119,9
168789,8
164154,2
167214,12
164088,13
164092,5
167574,4
167575,8
167577,11
164090,11
164089,10
167622,9
164085,2
164156,8
167595,7
164101,10
164084,13
167607,9
167609,11
164118,13
164121,13
164138,13
164134,10
167085,10
164033,6
164040,8
164039,6
164038,12
166925,12
164036,11
164034,13
166936,8
164032,3
164132,12
166951,8
164029,10
167114,10
164026,9
164024,9
167250,13
167209,5
164078,4
164080,10
164157,13
166906,13
164131,10
164130,2
167102,8
164129,9
164128,4
166966,9
164127,5
166912,7
164126,8
166892,7
166893,13
164125,11
164123,5
164122,8
164137,11
165331,11
163796,9
149858,9
170840,13
163899,7
170816,13
170865,11
163898,3
163897,7
163896,9
163893,2
170846,9
170806,11
170847,13
170850,11
163892,10
163891,3
170976,7
163890,7
163904,9
170807,6
163900,2
171121,10
170880,3
170944,9
163909,3
170952,6
170954,10
170967,9
163908,2
170974,9
163907,10
163901,10
163906,2
170814,13
163887,7
163905,10
170786,12
170788,11
163902,3
171176,9
171128,10
171073,7
164788,10
164797,12
164795,13
171054,11
164794,13
164789,10
171009,11
171011,10
171021,9
171243,7
164806,13
171027,9
164786,10
